,hoard_id,coin_group_id,start_year,end_year,revised_start,revised_end,ruler,revised_ruler,denomination,num_coins,mint,imported,created,updated,comments
278,DY-31,DY-31-17,708,708.0,708,708.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
279,DY-31,DY-31-18,709,709.0,709,709.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
280,DY-31,DY-31-19,709,709.0,709,709.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
281,DY-31,DY-31-20,709,709.0,709,709.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
282,DY-31,DY-31-21,709,709.0,709,709.0,,,dirham,1.0,Eran-Xwarrah-Šāpūr (Susa) (AY/AYL/AYLAN),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
283,DY-31,DY-31-22,709,709.0,709,709.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
284,DY-31,DY-31-23,709,709.0,709,709.0,,,dirham,1.0,Mahay,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
285,DY-31,DY-31-24,709,709.0,709,709.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
286,DY-31,DY-31-25,710,710.0,710,710.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
287,DY-31,DY-31-26,710,710.0,710,710.0,,,dirham,1.0,Weh-Andiôk-Šāpūr (WH),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
288,DY-31,DY-31-27,710,710.0,710,710.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
289,DY-31,DY-31-28,710,710.0,710,710.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
290,DY-31,DY-31-29,711,711.0,711,711.0,,,dirham,1.0,Herat (HL/HLYDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
291,DY-31,DY-31-30,711,711.0,711,711.0,,,dirham,2.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
292,DY-31,DY-31-31,711,711.0,711,711.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
293,DY-31,DY-31-32,711,711.0,711,711.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
294,DY-31,DY-31-33,711,711.0,711,711.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
295,DY-31,DY-31-34,712,712.0,712,712.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
296,DY-31,DY-31-35,712,712.0,712,712.0,,,dirham,2.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
297,DY-31,DY-31-36,712,712.0,712,712.0,,,dirham,1.0,Sarkhas (KH),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
298,DY-31,DY-31-37,712,712.0,712,712.0,,,dirham,1.0,Herat (HL/HLYDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
299,DY-31,DY-31-38,712,712.0,712,712.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
300,DY-31,DY-31-39,712,712.0,712,712.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
301,DY-31,DY-31-40,713,713.0,713,713.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
302,DY-31,DY-31-41,713,713.0,713,713.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
303,DY-31,DY-31-42,713,713.0,713,713.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
304,DY-31,DY-31-43,713,713.0,713,713.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
305,DY-31,DY-31-44,713,713.0,713,713.0,,,dirham,1.0,Sīstān (SK/SKSTN),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
306,DY-31,DY-31-45,714,714.0,714,714.0,,,dirham,1.0,Hamadān (AH/AHM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
307,DY-31,DY-31-46,714,714.0,714,714.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
308,DY-31,DY-31-47,714,714.0,714,714.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
309,DY-31,DY-31-48,714,714.0,714,714.0,,,dirham,2.0,Sīstān (SK/SKSTN),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
310,DY-31,DY-31-49,714,714.0,714,714.0,,,dirham,2.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
311,DY-31,DY-31-50,715,715.0,715,715.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
312,DY-31,DY-31-51,715,715.0,715,715.0,,,dirham,1.0,Hamadān (AH/AHM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
313,DY-31,DY-31-52,715,715.0,715,715.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
314,DY-31,DY-31-53,715,715.0,715,715.0,,,dirham,1.0,Mahay,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
315,DY-31,DY-31-54,715,715.0,715,715.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
316,DY-31,DY-31-55,715,715.0,715,715.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
317,DY-31,DY-31-56,716,716.0,716,716.0,,,dirham,1.0,Ray (LD/LDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
318,DY-31,DY-31-57,716,716.0,716,716.0,,,dirham,1.0,Ardašir-Xwarrah (ART),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
319,DY-31,DY-31-58,716,716.0,716,716.0,,,dirham,1.0,Hamadān (AH/AHM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
320,DY-31,DY-31-59,716,716.0,716,716.0,,,dirham,1.0,Marw (ML/MLWY/MRW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
321,DY-31,DY-31-60,716,716.0,716,716.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
322,DY-31,DY-31-61,716,716.0,716,716.0,,,dirham,1.0,Weh-Andiôk-Šāpūr (WH),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
323,DY-31,DY-31-62,717,717.0,717,717.0,,,dirham,2.0,Ray (LD/LDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
324,DY-31,DY-31-63,717,717.0,717,717.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
325,DY-31,DY-31-64,718,718.0,718,718.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
326,DY-31,DY-31-65,719,719.0,719,719.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
327,DY-31,DY-31-66,719,719.0,719,719.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
328,DY-31,DY-31-67,720,720.0,720,720.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
329,DY-31,DY-31-68,721,721.0,721,721.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
330,DY-31,DY-31-69,721,721.0,721,721.0,,,dirham,1.0,Al-Kufa (AKWLA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
331,DY-31,DY-31-70,721,748.0,721,748.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,date partially legible: either 102h or 130h
332,DY-31,DY-31-71,721,721.0,721,721.0,,,dirham,1.0,Kirmān,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
333,DY-31,DY-31-72,729,729.0,729,729.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
334,DY-31,DY-31-73,738,738.0,738,738.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
335,DY-31,DY-31-74,740,740.0,740,740.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
336,DY-31,DY-31-75,753,753.0,753,753.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
337,DY-31,DY-31-76,721,721.0,721,721.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
338,DY-32,DY-32-1,711,726.0,711,726.0,,,fals,3.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
339,DY-32,DY-32-2,716,756.0,716,756.0,,,fals,12.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
340,DY-32,DY-32-3,711,719.0,711,719.0,,,fals,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Either al-Andalus or Maghrib
341,DY-33,DY-33-1,716,756.0,716,756.0,,,fals,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
342,DY-34,DY-34-1,711,719.0,711,719.0,,,fals,2.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Either al-Andalus or Maghrib
343,DY-34,DY-34-2,718,735.0,718,735.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
344,DY-35,DY-35-1,711,719.0,711,719.0,,,fals,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Either al-Andalus or Maghrib
345,DY-36,DY-36-1,720,720.0,720,720.0,,,dirham,1.0,Al-Kufa (AKWLA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
346,DY-36,DY-36-2,709,709.0,709,709.0,,,dirham,1.0,Hormozd-Ardašir (AW/AWH),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
347,DY-36,DY-36-3,699,699.0,699,699.0,,,dirham,1.0,Fasa (Near Darabgird) (DA+P),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
348,DY-36,DY-36-4,699,699.0,699,699.0,,,dirham,1.0,Mahay,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
349,DY-36,DY-36-5,705,705.0,705,705.0,,,dirham,1.0,Wasit,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
350,DY-36,DY-36-6,721,721.0,721,721.0,,,dirham,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
351,DY-36,DY-36-7,723,723.0,723,723.0,,,dirham,1.0,Azerbaijān (AT),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
352,DY-36,DY-36-8,709,709.0,709,709.0,,,dirham,1.0,Herat (HL/HLYDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
353,DY-36,DY-36-9,715,715.0,715,715.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
354,DY-36,DY-36-10,716,716.0,716,716.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
355,DY-36,DY-36-11,736,736.0,736,736.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
356,DY-36,DY-36-12,732,732.0,732,732.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
357,DY-36,DY-36-13,735,735.0,735,735.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
358,DY-36,DY-36-14,742,742.0,742,742.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
359,DY-37,DY-37-1,716,756.0,716,756.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
360,DY-37,DY-37-2,720,800.0,720,800.0,,,fals,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,From western Maghrib?
361,DY-38,DY-38-1,612,621.0,612,621.0,Sisebut,,tremissis,1.0,Tarracona,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
362,DY-39,DY-39-1,713,714.0,713,714.0,,,dinar,1.0,Unknown (Iberian Peninsula),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,Jonson IP2
363,DY-40,DY-40-1,716,756.0,716,756.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
364,DY-40,DY-40-2,716,756.0,716,756.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
365,DY-41,DY-41-1,720,725.0,720,725.0,,,fals,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
366,DY-42,DY-42-1,716,756.0,716,756.0,,,fals,3.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
367,DY-42,DY-42-2,705,750.0,705,750.0,,,fals,1.0,Unknown,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
368,DY-43,DY-43-1,716,716.0,716,716.0,,,dirham,3.0,Ardašir-Xwarrah (ART),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
369,DY-43,DY-43-2,699,746.0,699,746.0,,,dirham,1.0,Ardašir-Xwarrah (ART),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
370,DY-43,DY-43-3,713,713.0,713,713.0,,,dirham,1.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
371,DY-43,DY-43-4,714,714.0,714,714.0,,,dirham,2.0,Iṣṭaḵr (ST/STHL),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
372,DY-43,DY-43-5,729,729.0,729,729.0,,,dirham,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
373,DY-43,DY-43-6,734,734.0,734,734.0,,,dirham,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
374,DY-43,DY-43-7,736,736.0,736,736.0,,,dirham,1.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
375,DY-43,DY-43-8,716,750.0,716,750.0,,,dirham,3.0,al-Qayrawan,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
376,DY-43,DY-43-9,724,724.0,724,724.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
377,DY-43,DY-43-10,728,728.0,728,728.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
378,DY-43,DY-43-11,734,734.0,734,734.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
379,DY-43,DY-43-12,735,735.0,735,735.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
380,DY-43,DY-43-13,736,736.0,736,736.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
381,DY-43,DY-43-14,739,739.0,739,739.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
382,DY-43,DY-43-15,740,740.0,740,740.0,,,dirham,3.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
383,DY-43,DY-43-16,742,742.0,742,742.0,,,dirham,2.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
384,DY-43,DY-43-17,747,747.0,747,747.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
385,DY-43,DY-43-18,754,754.0,754,754.0,,,dirham,1.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
386,DY-43,DY-43-19,721,754.0,721,754.0,,,dirham,11.0,Cordoba,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
387,DY-43,DY-43-20,700,700.0,700,700.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
388,DY-43,DY-43-21,705,705.0,705,705.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
389,DY-43,DY-43-22,719,719.0,719,719.0,,,dirham,1.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
390,DY-43,DY-43-23,698,746.0,698,746.0,,,dirham,3.0,Al-Baṣra,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
391,DY-43,DY-43-24,698,716.0,698,716.0,,,dirham,1.0,Bahurasir,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
392,DY-43,DY-43-25,699,699.0,699,699.0,,,dirham,1.0,Al-Jisr,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
393,DY-43,DY-43-26,700,700.0,700,700.0,,,dirham,1.0,Gay (GD),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
394,DY-43,DY-43-27,709,709.0,709,709.0,,,dirham,1.0,Gay (GD),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
395,DY-43,DY-43-28,709,709.0,709,709.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
396,DY-43,DY-43-29,713,713.0,713,713.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
397,DY-43,DY-43-30,714,714.0,714,714.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
398,DY-43,DY-43-31,716,716.0,716,716.0,,,dirham,1.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
399,DY-43,DY-43-32,698,747.0,698,747.0,,,dirham,2.0,Darabgird (DA),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
400,DY-43,DY-43-33,715,715.0,715,715.0,,,dirham,1.0,Dastawa,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
401,DY-43,DY-43-34,698,717.0,698,717.0,,,dirham,1.0,Dastawa,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
402,DY-43,DY-43-35,698,698.0,698,698.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
403,DY-43,DY-43-36,708,708.0,708,708.0,,,dirham,3.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
404,DY-43,DY-43-37,712,712.0,712,712.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
405,DY-43,DY-43-38,714,714.0,714,714.0,,,dirham,2.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
406,DY-43,DY-43-39,717,717.0,717,717.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
407,DY-43,DY-43-40,718,718.0,718,718.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
408,DY-43,DY-43-41,719,719.0,719,719.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
409,DY-43,DY-43-42,723,723.0,723,723.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
410,DY-43,DY-43-43,732,732.0,732,732.0,,,dirham,1.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
411,DY-43,DY-43-44,698,750.0,698,750.0,,,dirham,8.0,Dimashq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
412,DY-43,DY-43-45,713,713.0,713,713.0,,,dirham,1.0,Ray (LD/LDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
413,DY-43,DY-43-46,698,749.0,698,749.0,,,dirham,1.0,Ray (LD/LDY),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
414,DY-43,DY-43-47,698,746.0,698,746.0,,,dirham,1.0,Ram-Hormozd (LAM),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
415,DY-43,DY-43-48,700,700.0,700,700.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
416,DY-43,DY-43-49,709,709.0,709,709.0,,,dirham,2.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
417,DY-43,DY-43-50,712,712.0,712,712.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
418,DY-43,DY-43-51,715,715.0,715,715.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
419,DY-43,DY-43-52,716,716.0,716,716.0,,,dirham,1.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
420,DY-43,DY-43-53,698,747.0,698,747.0,,,dirham,2.0,Bīšāpūr (BYŠ/BŠHP/BŠHPW),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
421,DY-43,DY-43-54,709,709.0,709,709.0,,,dirham,1.0,Sīstān (SK/SKSTN),2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
422,DY-43,DY-43-55,699,699.0,699,699.0,,,dirham,1.0,Surraq,2021-01-01 00:00:00.000000,2021-01-01 00:00:00.000000,2021-08-09 16:28:22.368953,
