,hoard_id,PAS_unique_hoard_id,coin_group_id,period,start_year,end_year,revised_start,revised_end,ruler,revised_ruler,denomination,num_coins,mint,imported,created,updated,comments,Tag_IDs
0,4,IARCH-15228D,257,ROMAN,,350.0,330.0,350.0,Constans,Constans I,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:54:57.623244,2021-04-16 16:54:57.623230,,,
1,4,IARCH-15228D,327,ROMAN,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,3,Arelatum,2021-04-16 16:54:57.631005,2021-04-16 16:54:57.630995,,,
2,4,IARCH-15228D,328,ROMAN,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,1,Nikomedia,2021-04-16 16:54:57.640365,2021-04-16 16:54:57.640354,,,
3,4,IARCH-15228D,329,ROMAN,361.0,363.0,361.0,363.0,Julian,Julian,siliqua,4,Colonia Augusta Treverorum,2021-04-16 16:54:57.649578,2021-04-16 16:54:57.649567,,,
4,4,IARCH-15228D,330,ROMAN,361.0,363.0,361.0,363.0,Julian,Julian,siliqua,1,Lugdunensium,2021-04-16 16:54:57.656869,2021-04-16 16:54:57.656858,,,
5,4,IARCH-15228D,331,ROMAN,361.0,363.0,361.0,363.0,Julian,Julian,siliqua,2,Arelatum,2021-04-16 16:54:57.663913,2021-04-16 16:54:57.663903,,,
6,4,IARCH-15228D,332,ROMAN,367.0,375.0,367.0,375.0,Valentinian I,Valentinian I,siliqua,2,Colonia Augusta Treverorum,2021-04-16 16:54:57.670971,2021-04-16 16:54:57.670960,,,
7,4,IARCH-15228D,333,ROMAN,364.0,367.0,364.0,367.0,Valentinian I,Valentinian I,siliqua,9,Roma,2021-04-16 16:54:57.677896,2021-04-16 16:54:57.677886,,,
8,4,IARCH-15228D,1801,ROMAN,367.0,375.0,367.0,375.0,Valentinian I,Valentinian I,siliqua,2,Antioch,2021-04-16 16:54:57.684891,2021-04-16 16:54:57.684880,,,
9,4,IARCH-15228D,1802,ROMAN,375.0,378.0,375.0,378.0,Valens,Valens,siliqua,58,Colonia Augusta Treverorum,2021-04-16 16:54:57.691912,2021-04-16 16:54:57.691902,,,
10,4,IARCH-15228D,1803,ROMAN,364.0,367.0,364.0,367.0,Valens,Valens,siliqua,11,Roma,2021-04-16 16:54:57.698870,2021-04-16 16:54:57.698860,,,
11,4,IARCH-15228D,1804,ROMAN,367.0,375.0,367.0,375.0,Valens,Valens,siliqua,2,Antioch,2021-04-16 16:54:57.705976,2021-04-16 16:54:57.705966,,,
12,4,IARCH-15228D,1805,ROMAN,367.0,383.0,367.0,383.0,Gratian,Gratian,siliqua,53,Colonia Augusta Treverorum,2021-04-16 16:54:57.715186,2021-04-16 16:54:57.715175,,,
13,4,IARCH-15228D,1806,ROMAN,378.0,383.0,378.0,383.0,Gratian,Gratian,siliqua,1,Lugdunensium,2021-04-16 16:54:57.723838,2021-04-16 16:54:57.723827,,,
14,4,IARCH-15228D,1807,ROMAN,375.0,383.0,375.0,383.0,Gratian,Gratian,siliqua,5,Aquileia,2021-04-16 16:54:57.730820,2021-04-16 16:54:57.730811,,,
15,4,IARCH-15228D,1808,ROMAN,378.0,383.0,378.0,383.0,Gratian,Gratian,siliqua,4,Roma,2021-04-16 16:54:57.737641,2021-04-16 16:54:57.737632,,,
16,4,IARCH-15228D,1809,ROMAN,375.0,378.0,375.0,378.0,Gratian,Gratian,siliqua,1,Siscia,2021-04-16 16:54:57.745896,2021-04-16 16:54:57.745886,,,
17,4,IARCH-15228D,1810,ROMAN,375.0,378.0,375.0,378.0,Valentinian II,Valentinian II,siliqua,11,Colonia Augusta Treverorum,2021-04-16 16:54:57.755070,2021-04-16 16:54:57.755059,,,
18,4,IARCH-15228D,1811,ROMAN,378.0,388.0,378.0,388.0,Valentinian II,Valentinian II,siliqua,1,Lugdunensium,2021-04-16 16:54:57.762683,2021-04-16 16:54:57.762674,,,
19,4,IARCH-15228D,1812,ROMAN,378.0,388.0,378.0,388.0,Valentinian II,Valentinian II,siliqua,5,Aquileia,2021-04-16 16:54:57.769732,2021-04-16 16:54:57.769722,,,
20,4,IARCH-15228D,1813,ROMAN,378.0,388.0,378.0,388.0,Valentinian II,Valentinian II,siliqua,1,Roma,2021-04-16 16:54:57.776710,2021-04-16 16:54:57.776699,,,
21,4,IARCH-15228D,1814,ROMAN,379.0,388.0,379.0,388.0,Theodosius I,Theodosius I,siliqua,10,Colonia Augusta Treverorum,2021-04-16 16:54:57.783627,2021-04-16 16:54:57.783618,,,
22,4,IARCH-15228D,1815,ROMAN,379.0,388.0,379.0,388.0,Theodosius I,Theodosius I,siliqua,1,Lugdunensium,2021-04-16 16:54:57.790647,2021-04-16 16:54:57.790637,,,
23,4,IARCH-15228D,1816,ROMAN,379.0,388.0,379.0,388.0,Theodosius I,Theodosius I,siliqua,3,Aquileia,2021-04-16 16:54:57.797547,2021-04-16 16:54:57.797537,,,
24,4,IARCH-15228D,1817,ROMAN,379.0,388.0,379.0,388.0,Theodosius I,Theodosius I,siliqua,1,Siscia,2021-04-16 16:54:57.804782,2021-04-16 16:54:57.804772,,,
25,4,IARCH-15228D,1818,ROMAN,383.0,388.0,383.0,388.0,Magnus Maximus,Magnus Maximus,siliqua,62,Colonia Augusta Treverorum,2021-04-16 16:54:57.812065,2021-04-16 16:54:57.812056,,,
26,10,IARCH-CB0ABA,288,ROMAN,,,378.0,408.0,House of Theodosius,House of Theodosius,siliqua,26,Unknown,2021-04-16 16:54:58.275856,2021-04-16 16:54:58.275842,,,
27,12,IARCH-3BB828,3118,ROMAN,,,306.0,337.0,Constantine I,Constantine I,AE 1-4 (UK find),1,Unknown,2021-04-16 16:54:58.743432,2021-04-16 16:54:58.743385,,,
28,12,IARCH-3BB828,3119,ROMAN,,,330.0,341.0,Constantinopolis,Constantinopolis,AE 1-4 (UK find),1,Unknown,2021-04-16 16:54:58.751906,2021-04-16 16:54:58.751896,,,
29,12,IARCH-3BB828,3120,ROMAN,,,330.0,350.0,Constans,Constans I,AE 1-4 (UK find),1,Unknown,2021-04-16 16:54:58.759618,2021-04-16 16:54:58.759608,,,
30,12,IARCH-3BB828,3121,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,AE 1-4 (UK find),2,Unknown,2021-04-16 16:54:58.767831,2021-04-16 16:54:58.767821,,,
31,12,IARCH-3BB828,3122,ROMAN,,,364.0,378.0,House of Valentinian,House of Valentinian,AE 1-4 (UK find),6,Unknown,2021-04-16 16:54:58.775774,2021-04-16 16:54:58.775761,,,
32,14,IARCH-4096EB,1829,ROMAN,335.0,336.0,335.0,336.0,Constantine I,Constantine I,siliqua,1,Thessalonika,2021-04-16 16:54:59.324209,2021-04-16 16:54:59.324195,,,
33,14,IARCH-4096EB,1830,ROMAN,,,330.0,350.0,Constans,Constans I,siliqua,3,Colonia Augusta Treverorum,2021-04-16 16:54:59.331990,2021-04-16 16:54:59.331980,,,
34,14,IARCH-4096EB,1831,ROMAN,,,330.0,350.0,Constans,Constans I,siliqua,1,Roma,2021-04-16 16:54:59.339228,2021-04-16 16:54:59.339217,,,
35,14,IARCH-4096EB,1832,ROMAN,,,337.0,361.0,Constantius II,Constantius II,miliarensis,6,Thessalonika,2021-04-16 16:54:59.349086,2021-04-16 16:54:59.349075,,,
36,14,IARCH-4096EB,1833,ROMAN,,,337.0,361.0,Constantius II,Constantius II,miliarensis,1,Arelatum,2021-04-16 16:54:59.358112,2021-04-16 16:54:59.358102,,,
37,14,IARCH-4096EB,1834,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,2,Colonia Augusta Treverorum,2021-04-16 16:54:59.365552,2021-04-16 16:54:59.365541,,,
38,14,IARCH-4096EB,1835,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,1,Thessalonika,2021-04-16 16:54:59.373096,2021-04-16 16:54:59.373085,,,
39,14,IARCH-4096EB,1836,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,163,Lugdunensium,2021-04-16 16:54:59.380126,2021-04-16 16:54:59.380116,,,
40,14,IARCH-4096EB,1837,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,2,Antioch,2021-04-16 16:54:59.387112,2021-04-16 16:54:59.387102,,,
41,14,IARCH-4096EB,1838,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,1,Nikomedia,2021-04-16 16:54:59.394091,2021-04-16 16:54:59.394082,,,
42,14,IARCH-4096EB,1839,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,2,Sirmium,2021-04-16 16:54:59.401217,2021-04-16 16:54:59.401207,,,
43,14,IARCH-4096EB,1840,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,156,Arelatum,2021-04-16 16:54:59.408194,2021-04-16 16:54:59.408184,,,
44,14,IARCH-4096EB,1841,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,5,Unknown,2021-04-16 16:54:59.416688,2021-04-16 16:54:59.416678,,,
45,14,IARCH-4096EB,1842,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,1,Constantinople,2021-04-16 16:54:59.425866,2021-04-16 16:54:59.425856,,,
46,14,IARCH-4096EB,1843,ROMAN,,,350.0,353.0,Decentius,Decentius,miliarensis,1,Colonia Augusta Treverorum,2021-04-16 16:54:59.433317,2021-04-16 16:54:59.433308,,,
47,14,IARCH-4096EB,1844,ROMAN,,,360.0,363.0,Julian,Julian,miliarensis,1,Arelatum,2021-04-16 16:54:59.440511,2021-04-16 16:54:59.440499,,,
48,14,IARCH-4096EB,1845,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,62,Arelatum,2021-04-16 16:54:59.447677,2021-04-16 16:54:59.447666,,,
49,14,IARCH-4096EB,1846,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,285,Lugdunensium,2021-04-16 16:54:59.455197,2021-04-16 16:54:59.455187,,,
50,14,IARCH-4096EB,1847,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,307,Arelatum,2021-04-16 16:54:59.462309,2021-04-16 16:54:59.462299,,,
51,14,IARCH-4096EB,1848,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,52,Colonia Augusta Treverorum,2021-04-16 16:54:59.469691,2021-04-16 16:54:59.469679,,,
52,14,IARCH-4096EB,1849,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,3,Unknown,2021-04-16 16:54:59.477496,2021-04-16 16:54:59.477485,,,
53,14,IARCH-4096EB,1850,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,1,Unknown,2021-04-16 16:54:59.484879,2021-04-16 16:54:59.484869,,,
54,14,IARCH-4096EB,1851,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,7,Antioch,2021-04-16 16:54:59.492143,2021-04-16 16:54:59.492133,,,
55,14,IARCH-4096EB,1852,ROMAN,,,363.0,364.0,Jovian,Jovian,miliarensis,1,Antioch,2021-04-16 16:54:59.499310,2021-04-16 16:54:59.499300,,,
56,14,IARCH-4096EB,1853,ROMAN,,,363.0,364.0,Jovian,Jovian,siliqua,6,Arelatum,2021-04-16 16:54:59.506466,2021-04-16 16:54:59.506455,,,
57,14,IARCH-4096EB,1854,ROMAN,,,363.0,364.0,Jovian,Jovian,siliqua,1,Nikomedia,2021-04-16 16:54:59.513769,2021-04-16 16:54:59.513760,,,
58,14,IARCH-4096EB,1855,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,miliarensis,1,Colonia Augusta Treverorum,2021-04-16 16:54:59.520846,2021-04-16 16:54:59.520836,,,
59,14,IARCH-4096EB,1856,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,miliarensis,2,Roma,2021-04-16 16:54:59.527951,2021-04-16 16:54:59.527941,,,
60,14,IARCH-4096EB,1857,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,8,Colonia Augusta Treverorum,2021-04-16 16:54:59.535127,2021-04-16 16:54:59.535116,,,
61,14,IARCH-4096EB,1858,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,68,Lugdunensium,2021-04-16 16:54:59.542358,2021-04-16 16:54:59.542347,,,
62,14,IARCH-4096EB,1859,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,13,Arelatum,2021-04-16 16:54:59.549758,2021-04-16 16:54:59.549748,,,
63,14,IARCH-4096EB,1860,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,46,Roma,2021-04-16 16:54:59.557144,2021-04-16 16:54:59.557134,,,
64,14,IARCH-4096EB,1861,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1,Aquileia,2021-04-16 16:54:59.568372,2021-04-16 16:54:59.568362,,,
65,14,IARCH-4096EB,1862,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1,Siscia,2021-04-16 16:54:59.577935,2021-04-16 16:54:59.577925,,,
66,14,IARCH-4096EB,1863,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,5,Thessalonika,2021-04-16 16:54:59.586362,2021-04-16 16:54:59.586353,,,
67,14,IARCH-4096EB,1864,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,4,Sirmium,2021-04-16 16:54:59.593667,2021-04-16 16:54:59.593657,,,
68,14,IARCH-4096EB,1865,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,11,Antioch,2021-04-16 16:54:59.600989,2021-04-16 16:54:59.600979,,,
69,14,IARCH-4096EB,1866,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1,Constantinople,2021-04-16 16:54:59.608274,2021-04-16 16:54:59.608264,,,
70,14,IARCH-4096EB,1867,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,4,Unknown,2021-04-16 16:54:59.615569,2021-04-16 16:54:59.615559,,,
71,14,IARCH-4096EB,1868,ROMAN,,,364.0,378.0,Valens,Valens,miliarensis,2,Colonia Augusta Treverorum,2021-04-16 16:54:59.625204,2021-04-16 16:54:59.625192,,,
72,14,IARCH-4096EB,1869,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,79,Colonia Augusta Treverorum,2021-04-16 16:54:59.633342,2021-04-16 16:54:59.633332,,,
73,14,IARCH-4096EB,1870,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,58,Lugdunensium,2021-04-16 16:54:59.642062,2021-04-16 16:54:59.642049,,,
74,14,IARCH-4096EB,1871,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,7,Arelatum,2021-04-16 16:54:59.653949,2021-04-16 16:54:59.653937,,,
75,14,IARCH-4096EB,1872,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,49,Roma,2021-04-16 16:54:59.661823,2021-04-16 16:54:59.661813,,,
76,14,IARCH-4096EB,1873,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,1,Thessalonika,2021-04-16 16:54:59.669581,2021-04-16 16:54:59.669571,,,
77,14,IARCH-4096EB,1874,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,1,Antioch,2021-04-16 16:54:59.676761,2021-04-16 16:54:59.676751,,,
78,14,IARCH-4096EB,1875,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,2,Nikomedia,2021-04-16 16:54:59.684356,2021-04-16 16:54:59.684346,,,
79,14,IARCH-4096EB,1876,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,59,Colonia Augusta Treverorum,2021-04-16 16:54:59.691838,2021-04-16 16:54:59.691828,,,
80,14,IARCH-4096EB,1877,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,1,Constantinople,2021-04-16 16:54:59.699977,2021-04-16 16:54:59.699967,,,
81,15,IARCH-40B7DE,1878,ROMAN,,,306.0,337.0,Constantine I,Constantine I,AE 1-4 (UK find),1,Unknown,2021-04-16 16:55:00.158482,2021-04-16 16:55:00.158470,,,
82,15,IARCH-40B7DE,1879,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,AE 1-4 (UK find),1,Unknown,2021-04-16 16:55:00.166725,2021-04-16 16:55:00.166715,,,
83,16,IARCH-AAB23A,246,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,1,Unknown,2021-04-16 16:55:00.655743,2021-04-16 16:55:00.655732,,,
84,16,IARCH-AAB23A,247,ROMAN,,,363.0,364.0,Jovian,Jovian,siliqua,1,Unknown,2021-04-16 16:55:00.663769,2021-04-16 16:55:00.663758,,,
85,16,IARCH-AAB23A,248,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,14,Unknown,2021-04-16 16:55:00.671609,2021-04-16 16:55:00.671599,,,
86,16,IARCH-AAB23A,249,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,10,Unknown,2021-04-16 16:55:00.678871,2021-04-16 16:55:00.678860,,,
87,16,IARCH-AAB23A,250,ROMAN,,,375.0,392.0,Valentinian II,Valentinian II,siliqua,9,Unknown,2021-04-16 16:55:00.686063,2021-04-16 16:55:00.686053,,,
88,16,IARCH-AAB23A,251,ROMAN,,,379.0,395.0,Theodosius I,Theodosius I,siliqua,5,Unknown,2021-04-16 16:55:00.693312,2021-04-16 16:55:00.693302,,,
89,16,IARCH-AAB23A,252,ROMAN,,,383.0,388.0,Magnus Maximus,Magnus Maximus,siliqua,5,Unknown,2021-04-16 16:55:00.700684,2021-04-16 16:55:00.700674,,,
90,16,IARCH-AAB23A,253,ROMAN,,,392.0,394.0,Eugenius,Eugenius,siliqua,3,Unknown,2021-04-16 16:55:00.708024,2021-04-16 16:55:00.708014,,,
91,16,IARCH-AAB23A,254,ROMAN,,,395.0,408.0,Arcadius,Arcadius,siliqua,10,Unknown,2021-04-16 16:55:00.715520,2021-04-16 16:55:00.715510,,,
92,16,IARCH-AAB23A,255,ROMAN,,,395.0,423.0,Honorius (emperor),Honorius,siliqua,9,Unknown,2021-04-16 16:55:00.723039,2021-04-16 16:55:00.723029,,,
93,16,IARCH-AAB23A,256,ROMAN,383.0,402.0,383.0,402.0,House of Theodosius,House of Theodosius,siliqua,10,Unknown,2021-04-16 16:55:00.730683,2021-04-16 16:55:00.730672,,,
94,19,IARCH-C268A4,1,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,1,Lugdunensium,2021-04-16 16:55:01.201820,2021-04-16 16:55:01.201809,,,
95,19,IARCH-C268A4,2,ROMAN,,,337.0,361.0,Constantius II,Constantius II,siliqua,1,Arelatum,2021-04-16 16:55:01.210224,2021-04-16 16:55:01.210214,,,
96,19,IARCH-C268A4,3,ROMAN,355.0,361.0,355.0,361.0,Julian,Julian,siliqua,1,Arelatum,2021-04-16 16:55:01.217660,2021-04-16 16:55:01.217650,,,
97,19,IARCH-C268A4,4,ROMAN,361.0,363.0,361.0,363.0,Julian,Julian,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:01.225035,2021-04-16 16:55:01.225024,,,
98,19,IARCH-C268A4,5,ROMAN,361.0,363.0,361.0,363.0,Julian,Julian,siliqua,1,Arelatum,2021-04-16 16:55:01.232417,2021-04-16 16:55:01.232392,,,
99,19,IARCH-C268A4,6,ROMAN,,,360.0,363.0,Julian,Julian,siliqua,1,Antioch,2021-04-16 16:55:01.239809,2021-04-16 16:55:01.239798,,,
100,19,IARCH-C268A4,7,ROMAN,,,363.0,364.0,Jovian,Jovian,siliqua,1,Nikomedia,2021-04-16 16:55:01.247160,2021-04-16 16:55:01.247150,,,
101,19,IARCH-C268A4,8,ROMAN,,,363.0,364.0,Jovian,Jovian,siliqua,1,Antioch,2021-04-16 16:55:01.255294,2021-04-16 16:55:01.255284,,,
102,19,IARCH-C268A4,9,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:01.264501,2021-04-16 16:55:01.264490,,,
103,19,IARCH-C268A4,10,ROMAN,,,364.0,375.0,Valentinian I,Valentinian I,siliqua,1,Roma,2021-04-16 16:55:01.275944,2021-04-16 16:55:01.275934,,,
104,19,IARCH-C268A4,11,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,3,Colonia Augusta Treverorum,2021-04-16 16:55:01.283656,2021-04-16 16:55:01.283646,,,
105,19,IARCH-C268A4,12,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,2,Roma,2021-04-16 16:55:01.291230,2021-04-16 16:55:01.291221,,,
106,19,IARCH-C268A4,13,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,2,Aquileia,2021-04-16 16:55:01.298540,2021-04-16 16:55:01.298530,,,
107,19,IARCH-C268A4,14,ROMAN,,,364.0,378.0,Valens,Valens,siliqua,1,Antioch,2021-04-16 16:55:01.305960,2021-04-16 16:55:01.305950,,,
108,19,IARCH-C268A4,15,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,3,Colonia Augusta Treverorum,2021-04-16 16:55:01.313428,2021-04-16 16:55:01.313419,,,
109,19,IARCH-C268A4,16,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,1,Roma,2021-04-16 16:55:01.321720,2021-04-16 16:55:01.321709,,,
110,19,IARCH-C268A4,17,ROMAN,,,367.0,383.0,Gratian,Gratian,siliqua,1,Siscia,2021-04-16 16:55:01.329600,2021-04-16 16:55:01.329590,,,
111,19,IARCH-C268A4,18,ROMAN,,,375.0,392.0,Valentinian II,Valentinian II,siliqua,3,Colonia Augusta Treverorum,2021-04-16 16:55:01.336862,2021-04-16 16:55:01.336852,,,
112,19,IARCH-C268A4,19,ROMAN,,,375.0,392.0,Valentinian II,Valentinian II,siliqua,2,Lugdunensium,2021-04-16 16:55:01.344750,2021-04-16 16:55:01.344740,,,
113,19,IARCH-C268A4,20,ROMAN,,,375.0,392.0,Valentinian II,Valentinian II,siliqua,2,Aquileia,2021-04-16 16:55:01.352342,2021-04-16 16:55:01.352332,,,
114,19,IARCH-C268A4,21,ROMAN,,,379.0,395.0,Theodosius I,Theodosius I,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:01.359759,2021-04-16 16:55:01.359748,,,
115,19,IARCH-C268A4,22,ROMAN,,,383.0,388.0,Magnus Maximus,Magnus Maximus,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:01.367255,2021-04-16 16:55:01.367245,,,
116,19,IARCH-C268A4,23,ROMAN,,,383.0,388.0,Magnus Maximus,Magnus Maximus,siliqua,1,Mediolanum,2021-04-16 16:55:01.375086,2021-04-16 16:55:01.375076,,,
117,19,IARCH-C268A4,24,ROMAN,,,384.0,388.0,Flavius Victor,Flavius Victor,siliqua,1,Mediolanum,2021-04-16 16:55:01.382492,2021-04-16 16:55:01.382481,,,
118,19,IARCH-C268A4,25,ROMAN,392.0,394.0,392.0,394.0,Eugenius,Eugenius,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:01.392606,2021-04-16 16:55:01.392596,,,
119,22,IARCH-398297,1946,ROMAN,348.0,350.0,348.0,350.0,House of Constantine,House of Constantine,AE 1-4 (UK find),36,Unknown,2021-04-16 16:55:01.858962,2021-04-16 16:55:01.858946,,,
120,22,IARCH-398297,1947,ROMAN,350.0,353.0,350.0,353.0,Magnentius,Magnentius,AE 1-4 (UK find),40,Unknown,2021-04-16 16:55:01.867722,2021-04-16 16:55:01.867711,,,
121,22,IARCH-398297,1948,ROMAN,353.0,356.0,353.0,356.0,Constantius II,Constantius II,AE 1-4 (UK find),1,Unknown,2021-04-16 16:55:01.877657,2021-04-16 16:55:01.877646,,,
122,22,IARCH-398297,1949,ROMAN,,,302.0,402.0,Uncertain,Unknown,AE 1-4 (UK find),7,Unknown,2021-04-16 16:55:01.885078,2021-04-16 16:55:01.885068,,,
123,24,IARCH-A73C8C,1392,ROMAN,395.0,402.0,395.0,402.0,Honorius (emperor),Honorius,siliqua,1,Mediolanum,2021-04-16 16:55:02.339745,2021-04-16 16:55:02.339733,,,
124,24,IARCH-A73C8C,1393,ROMAN,364.0,367.0,364.0,367.0,Valens,Valens,miliarensis,1,Roma,2021-04-16 16:55:02.347952,2021-04-16 16:55:02.347940,,,
125,24,IARCH-A73C8C,1394,ROMAN,367.0,375.0,367.0,375.0,Valens,Valens,miliarensis,1,Siscia,2021-04-16 16:55:02.355605,2021-04-16 16:55:02.355595,,,
126,24,IARCH-A73C8C,1395,ROMAN,378.0,392.0,378.0,392.0,Valentinian II,Valentinian II,miliarensis,1,Siscia,2021-04-16 16:55:02.362930,2021-04-16 16:55:02.362920,,,
127,24,IARCH-A73C8C,13477,ROMAN,367.0,375.0,367.0,375.0,Valens,Valens,miliarensis,1,Colonia Augusta Treverorum,2021-04-16 16:55:02.370348,2021-04-16 16:55:02.370338,,,
128,24,IARCH-A73C8C,13478,ROMAN,367.0,378.0,367.0,378.0,Gratian,Gratian,miliarensis,4,Colonia Augusta Treverorum,2021-04-16 16:55:02.378001,2021-04-16 16:55:02.377990,,,
129,24,IARCH-A73C8C,13479,ROMAN,388.0,395.0,388.0,395.0,Valentinian II,Valentinian II,miliarensis,1,Colonia Augusta Treverorum,2021-04-16 16:55:02.385362,2021-04-16 16:55:02.385352,,,
130,24,IARCH-A73C8C,13480,ROMAN,388.0,395.0,388.0,395.0,Arcadius,Arcadius,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:02.392849,2021-04-16 16:55:02.392838,,,
131,24,IARCH-A73C8C,13481,ROMAN,388.0,395.0,388.0,395.0,Valentinian II,Valentinian II,miliarensis,2,Lugdunensium,2021-04-16 16:55:02.400613,2021-04-16 16:55:02.400602,,,
132,25,IARCH-215399,1396,ROMAN,367.0,378.0,367.0,378.0,Valens,Valens,siliqua,10,Colonia Augusta Treverorum,2021-04-16 16:55:02.859239,2021-04-16 16:55:02.859228,,,
133,25,IARCH-215399,1397,ROMAN,367.0,378.0,367.0,378.0,Gratian,Gratian,siliqua,4,Colonia Augusta Treverorum,2021-04-16 16:55:02.868677,2021-04-16 16:55:02.868666,,,
134,25,IARCH-215399,1398,ROMAN,375.0,378.0,375.0,378.0,Valentinian II,Valentinian II,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:02.878844,2021-04-16 16:55:02.878834,,,
135,25,IARCH-215399,1399,ROMAN,378.0,388.0,378.0,388.0,Theodosius I,Theodosius I,siliqua,3,Colonia Augusta Treverorum,2021-04-16 16:55:02.889532,2021-04-16 16:55:02.889521,,,
136,25,IARCH-215399,1400,ROMAN,378.0,383.0,378.0,383.0,Gratian,Gratian,siliqua,1,Colonia Augusta Treverorum,2021-04-16 16:55:02.900522,2021-04-16 16:55:02.900511,,,
137,25,IARCH-215399,1401,ROMAN,383.0,388.0,383.0,388.0,Magnus Maximus,Magnus Maximus,siliqua,6,Colonia Augusta Treverorum,2021-04-16 16:55:02.908527,2021-04-16 16:55:02.908516,,,
138,25,IARCH-215399,1402,ROMAN,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,1,Lugdunensium,2021-04-16 16:55:02.915890,2021-04-16 16:55:02.915880,,,
139,25,IARCH-215399,1403,ROMAN,361.0,364.0,361.0,364.0,Julian,Julian,siliqua,3,Lugdunensium,2021-04-16 16:55:02.923837,2021-04-16 16:55:02.923826,,,
140,25,IARCH-215399,1404,ROMAN,355.0,364.0,355.0,364.0,Constantius II,Constantius II,siliqua,1,Arelatum,2021-04-16 16:55:02.931856,2021-04-16 16:55:02.931846,,,
141,25,IARCH-215399,1405,ROMAN,361.0,364.0,361.0,364.0,Julian,Julian,siliqua,6,Arelatum,2021-04-16 16:55:02.939527,2021-04-16 16:55:02.939517,,,
142,25,IARCH-215399,1406,ROMAN,355.0,361.0,355.0,361.0,Julian,Julian,siliqua,1,Arelatum,2021-04-16 16:55:02.946976,2021-04-16 16:55:02.946966,,,
