id	FindSpot	Place	AdminDivision	Material	Mint	Mint2	Period	Denomination	Denomination2	FindCategory	CoinImage	CoinImage2	DateFrom	DateTo	DateWritten	MintMark	Countermark	Weight	DieAxis	Status	CoinType	Coin_Quantity	ObverseDescription	ReverseDescription	ObverseLegend	ReverseLegend																																																																																																																																																
2472	4042	2362	HU_11_1524	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		-/XII		2.99	12	NULL	NULL	1																																																																																																																																																				
2473	4042	2362	HU_11_1524	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2	6	NULL	NULL	1																																																																																																																																																				
2474	4042	2362	HU_11_1524	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.75	6	NULL	NULL	1																																																																																																																																																				
2475	4042	2362	HU_11_1524	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	114	117				3.62	7	imitation	NULL	1																																																																																																																																																				
2476	4042	2362	HU_11_1524	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	150	151				2.46	6	NULL	NULL	1																																																																																																																																																				
2477	4043	2362	HU_11_1524	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.29	6	NULL	NULL	1																																																																																																																																																				
2478	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	103	111				1.978	6	NULL	NULL	1				"COSV P P [SPQR OPTIM]O PRINC
"																																																																																																																																																
2479	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	103	111				0.9	NULL	NULL	NULL	1																																																																																																																																																				
2480	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	103	111				3.175	7	NULL	NULL	1																																																																																																																																																				
2481	4044	2304	HU_11_2292	billon	50	NULL	NULL	19	NULL	NULL	NULL	NULL	103	111				2.258	NULL	NULL	NULL	1																																																																																																																																																				
2482	4044	2304	HU_11_2292	NULL	50	NULL	NULL	28	NULL	NULL	NULL	NULL	NULL	NULL				9.058	NULL	NULL	NULL	1																																																																																																																																																				
2483	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	11	NULL	128	136				3.4	6	NULL	NULL	1																																																																																																																																																				
2484	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	134	138				3.4	6	NULL	NULL	1																																																																																																																																																				
2485	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	125	128				3.104	6	NULL	NULL	1																																																																																																																																																				
2486	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	125	128				1.329	7	NULL	NULL	1			"[HADRIANV]S AVG[VSTVS]
"	"[COS I]II
"																																																																																																																																																
2487	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	16	NULL	141	161				2.235	7	imitation	NULL	1																																																																																																																																																				
2488	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	145	161				2.788	NULL	imitation	NULL	1																																																																																																																																																				
2489	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	164	169				3.1	5	NULL	NULL	1			"LVCILLAE AVG ANTONINI AVG F
"	"CONCORDIA 
"																																																																																																																																																
2490	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	135	NULL	161	NULL				1.874	12	imitation	NULL	1																																																																																																																																																				
2491	4044	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	169	170				3.1	6	NULL	NULL	1			"M ANTONINVS AVG TR P XXIIII 
"	"COS III
"																																																																																																																																																
2492	4044	2304	HU_11_2292	NULL	50	NULL	NULL	26	NULL	NULL	NULL	NULL	NULL	NULL				11.488	12	NULL	NULL	1																																																																																																																																																				
2493	4044	2304	HU_11_2292	NULL	50	NULL	NULL	28	NULL	NULL	NULL	NULL	219	220				13.6	12	NULL	NULL	1			"IVLIA PAVLA
"	"CONCORDIA 
"																																																																																																																																																
2494	4044	2304	HU_11_2292	NULL	222	NULL	NULL	26	NULL	NULL	NULL	NULL	242	243				3.349	10	NULL	NULL	1				AN IIII																																																																																																																																																
2495	4044	2304	HU_11_2292	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.308	6	NULL	NULL	1																																																																																																																																																				
2496	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		Z		2.588	6	NULL	NULL	1																																																																																																																																																				
2497	4044	2304	HU_11_2292	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.246	1	NULL	NULL	1				"[A]NNON[A AVG]
"																																																																																																																																																
2498	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		 Z /    /  //		2.311	6	NULL	NULL	1				"VICTO[RIA AE]T
"																																																																																																																																																
2499	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		 Z /    /  //		2.6	6	NULL	NULL	1				"VICTORIA AET
"																																																																																																																																																
2500	4044	2304	HU_11_2292	NULL	48	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		  /    /  //MP		1.08	11	NULL	NULL	1																																																																																																																																																				
2501	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		  / ς /  //		2.162	6	NULL	NULL	1				"[FORT]VNA  REDVX
"																																																																																																																																																
2502	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.831	11	NULL	NULL	1																																																																																																																																																				
2503	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.916	12	NULL	NULL	1																																																																																																																																																				
2504	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	145	161				3.61	6	NULL	NULL	1	Fej jobbra	Honos balra áll, jobbjában ág, baljában bőségszaru	AVRELIVS CAE-SAR AVG PII F	COS – II																																																																																																																																																
2505	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				3.138	6	NULL	NULL	1																																																																																																																																																				
2506	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	145	161				2.8	0	NULL	NULL	1	Babérkoszorús fej jobbra	Aequitas balra áll, jobbjában mérleg, baljában sceptrum	ANTONINVS – AVG PIVS P P	C-O-S – IIII																																																																																																																																																
2507	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.165	6	NULL	NULL	1																																																																																																																																																				
2508	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	145	161				3.28	6	NULL	NULL	1	Babérkoszorús fej jobbra	Annona balra áll, jobbjában kalászok, baljában horgony, előtte modius kalászokkal	ANTONINVS – AVG PIVS P P	COS – IIII																																																																																																																																																
2509	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		VI		2.455	1	NULL	NULL	1																																																																																																																																																				
2510	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	145	161				3.24	5	NULL	NULL	1	Babérkoszorús fej jobbra	Pax balra áll, jobbjában ág, baljában bőségszaru	ANTONINVS – AVG PIVS P P	TR – PO[T] – COS IIII																																																																																																																																																
2511	4044	2304	HU_11_2292	NULL	48	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.054	11	NULL	NULL	1																																																																																																																																																				
2512	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.514	6	NULL	NULL	1																																																																																																																																																				
2513	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	145	161				3.01	6	NULL	NULL	1	Ruhás mellkép jobbra	Concordia balra ül, jobbjában virág, balja globuson álló bőségszarun támaszkodik	FAVSTINA AVG PII AVG FIL	CONC-O-RDIA																																																																																																																																																
2514	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		G		3.235	6	NULL	NULL	1																																																																																																																																																				
2515	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		X		1.346	11	NULL	NULL	1																																																																																																																																																				
2516	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	147	148				3.26	0	NULL	NULL	1	Fej jobbra	Minerva jobbra áll, jobbjában lándzsa, balja pajzson támaszkodik	AVRELIVS CAE-SAR AVG PII F	TR POT II – COS II																																																																																																																																																
2517	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				3.287	6	NULL	NULL	1																																																																																																																																																				
2518	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	161	175				2.94	6	NULL	NULL	1	Ruhás mellkép jobbra	Diana balra áll, két kézzel fáklyát tart	FAVSTINA – AVGVSTA	DIANA – LVCIF																																																																																																																																																
2519	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.2	5	NULL	NULL	1																																																																																																																																																				
2520	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	161	175				3.28	5	NULL	NULL	1	Ruhás mellkép jobbra	Venus balra áll, jobbjában galamb, baljában sceptrum	FAVSTINA AVGVSTA	VE-NVS																																																																																																																																																
2521	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	163	164				3.17	11	NULL	NULL	1	Páncélos mellkép jobbra	Minerva balra áll, jobbjában olajág, balja lándzsán és pajzson támaszkodik	M ANTONINVS – AVG IMP II	TR P XVIII – COS III																																																																																																																																																
2522	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	175	176				3.18	6	NULL	NULL	1	Babérkoszorús fej jobbra	Mars jobbra lép, jobbjában lándzsa, baljában tropaeum	M ANTONINVS AVG – GERM SARM	TR P XXX – IMP – VIII COS III																																																																																																																																																
2523	NULL	2473	HU_06_2666	NULL	50	NULL	NULL	19	NULL	2	NULL	NULL	176	180				3.01	0	NULL	NULL	1	Ruhás mellkép jobbra	Páva jobbra áll	DIVA FAV-STINA PIA	CONSE-CRATIO																																																																																																																																																
2524	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.148	5	NULL	NULL	1																																																																																																																																																				
2525	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				3.443	6	NULL	NULL	1																																																																																																																																																				
2526	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.334	NULL	NULL	NULL	1																																																																																																																																																				
2527	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	192	NULL	260	268				2.55	12	NULL	NULL	1																																																																																																																																																				
2528	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.148	5	NULL	NULL	1																																																																																																																																																				
2529	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.602	6	NULL	NULL	1																																																																																																																																																				
2530	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				NULL	NULL	NULL	NULL	1																																																																																																																																																				
2531	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.014	12	NULL	NULL	1																																																																																																																																																				
2532	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	269	269				2.595	6	NULL	NULL	1																																																																																																																																																				
2533	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.964	5	NULL	NULL	1																																																																																																																																																				
2534	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.419	12	NULL	NULL	1																																																																																																																																																				
2535	4044	2304	HU_11_2292	NULL	48	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				3.204	12	NULL	NULL	1																																																																																																																																																				
2536	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	269	269				2.17	12	NULL	NULL	1																																																																																																																																																				
2537	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270		XI		3.437	12	NULL	NULL	1																																																																																																																																																				
2538	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				1.92	6	NULL	NULL	1																																																																																																																																																				
2539	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270		III		2.925	6	NULL	NULL	1																																																																																																																																																				
2540	4044	2304	HU_11_2292	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.634	12	NULL	NULL	1																																																																																																																																																				
2541	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	270	270		B		2.711	6	NULL	NULL	1																																																																																																																																																				
2542	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	270	270				2.829	NULL	NULL	NULL	1																																																																																																																																																				
2543	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				3.623	12	NULL	NULL	1																																																																																																																																																				
2544	4044	2304	HU_11_2292	NULL	48	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				1.83	12	NULL	NULL	1																																																																																																																																																				
2545	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				1.111	11	NULL	NULL	1																																																																																																																																																				
2546	4044	2304	HU_11_2292	NULL	48	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				2.056	10	NULL	NULL	1																																																																																																																																																				
2547	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				1.908	12	NULL	NULL	1																																																																																																																																																				
2548	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				1.418	12	NULL	NULL	1																																																																																																																																																				
2549	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	57	NULL	NULL	NULL				1.014	NULL	NULL	NULL	1																																																																																																																																																				
2550	4044	2304	HU_11_2292	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275		P		3.52	6	NULL	NULL	1																																																																																																																																																				
2551	4044	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275				3.623	5	NULL	NULL	1																																																																																																																																																				
2552	4044	2304	HU_11_2292	NULL	96	NULL	NULL	16	NULL	NULL	NULL	NULL	296	297				2.36	NULL	NULL	NULL	1																																																																																																																																																				
2553	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				2.61	6	NULL	NULL	1																																																																																																																																																				
2554	4044	2304	HU_11_2292	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		G		3.669	5	NULL	NULL	1																																																																																																																																																				
2555	4044	2304	HU_11_2292	NULL	96	NULL	NULL	16	NULL	NULL	NULL	NULL	296	297		B		3.178	NULL	NULL	NULL	1																																																																																																																																																				
2556	4044	2304	HU_11_2292	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		G		1.561	NULL	NULL	NULL	1																																																																																																																																																				
2557	4044	2304	HU_11_2292	NULL	79	NULL	NULL	54	NULL	NULL	NULL	NULL	330	333		G		1.866	6	NULL	24	1																																																																																																																																																				
2558	4044	2304	HU_11_2292	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	331	333		B		2.45	7	NULL	24	1																																																																																																																																																				
2559	4044	2304	HU_11_2292	NULL	69	NULL	NULL	39	NULL	NULL	NULL	NULL	313	313		A		3.041	6	NULL	NULL	1																																																																																																																																																				
2560	4044	2304	HU_11_2292	NULL	69	NULL	NULL	56	NULL	NULL	NULL	NULL	330	342		E		2.41	NULL	NULL	NULL	1																																																																																																																																																				
2561	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	342	348				1.384	6	NULL	25	1																																																																																																																																																				
2562	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	348	350				2.421	NULL	NULL	5	1																																																																																																																																																				
2563	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	347	348				NULL	NULL	NULL	NULL	1																																																																																																																																																				
2564	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	NULL	NULL				1.432	12	NULL	13	1																																																																																																																																																				
2565	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL				0.408	6	NULL	NULL	1																																																																																																																																																				
2566	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL	IV. század			0.984	NULL	NULL	NULL	1																																																																																																																																																				
2567	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL	IV. század			1.033	NULL	NULL	NULL	1																																																																																																																																																				
2568	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL	IV. század			0.865	NULL	NULL	NULL	1																																																																																																																																																				
2569	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL	IV. század			1.192	NULL	NULL	NULL	1																																																																																																																																																				
2570	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	364	392				1.942	NULL	NULL	13	1																																																																																																																																																				
2571	4044	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	364	378				1.152	NULL	NULL	19	1																																																																																																																																																				
2572	4044	2304	HU_11_2292	NULL	69	NULL	NULL	56	NULL	NULL	NULL	NULL	330	342		B		1.863	NULL	NULL	NULL	1																																																																																																																																																				
2573	3930	2381	HU_11_2731	NULL	50	NULL	NULL	19	NULL	NULL	11	NULL	128	138				3.53	6	NULL	NULL	1																																																																																																																																																				
2574	4030	2379	HU_11_337	NULL	76	NULL	NULL	54	NULL	NULL	NULL	NULL	336	337		E		1.47	6	NULL	24	1																																																																																																																																																				
2575	4035	2445	HU_11_2822	NULL	NULL	NULL	NULL	19	NULL	NULL	NULL	NULL	138	190				1.62	NULL	imitation	NULL	1																																																																																																																																																				
2576	4010	2384	HU_11_741	NULL	NULL	NULL	8	54	NULL	NULL	NULL	NULL	300	400				1.79	NULL	NULL	NULL	1																																																																																																																																																				
2577	4035	2445	HU_11_2822	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	300	400				2.46	NULL	NULL	NULL	1																																																																																																																																																				
2578	4035	2445	HU_11_2822	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	300	400				1.13	NULL	NULL	NULL	1																																																																																																																																																				
2579	4030	2379	HU_11_337	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	75	76				2.19	NULL	NULL	NULL	1																																																																																																																																																				
2580	NULL	NULL	NULL	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL				1.211	NULL	NULL	NULL	1																																																																																																																																																				
2581	4045	2304	HU_11_2292	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	NULL	NULL				1.41	NULL	NULL	NULL	1																																																																																																																																																				
2583	4046	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	NULL	NULL				3.212	6	NULL	NULL	1																																																																																																																																																				
2584	4046	2304	HU_11_2292	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	170	171				2.157	6	NULL	NULL	1																																																																																																																																																				
2585	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	267	268		z		1.828	12	NULL	NULL	1																																																																																																																																																				
2586	4046	2304	HU_11_2292	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.212	12	NULL	NULL	1																																																																																																																																																				
2587	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.682	6	NULL	NULL	1																																																																																																																																																				
2588	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.208	6	NULL	NULL	1																																																																																																																																																				
2589	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.455	6	NULL	NULL	1																																																																																																																																																				
2590	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.062	12	NULL	NULL	1																																																																																																																																																				
2591	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.96	6	NULL	NULL	1																																																																																																																																																				
2592	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				1.664	12	NULL	NULL	1																																																																																																																																																				
2593	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				2.309	12	NULL	NULL	1																																																																																																																																																				
2594	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	270	NULL		D		1.806	6	NULL	NULL	1																																																																																																																																																				
2595	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275				2.111	11	NULL	NULL	1																																																																																																																																																				
2596	4046	2304	HU_11_2292	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275		P		2.504	12	NULL	NULL	1																																																																																																																																																				
2598	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	60	NULL	NULL	NULL	NULL	NULL	NULL				2.682	NULL	NULL	NULL	1																																																																																																																																																				
2599	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				1.615	NULL	NULL	NULL	1																																																																																																																																																				
2600	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	60	NULL	NULL	NULL	NULL	NULL	NULL				2.501	NULL	NULL	NULL	1																																																																																																																																																				
2601	4046	2304	HU_11_2292	NULL	NULL	NULL	NULL	60	NULL	NULL	NULL	NULL	NULL	NULL				3.993	NULL	NULL	NULL	1																																																																																																																																																				
2602	4047	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	57	NULL	270	NULL				2.9	12	NULL	NULL	1																																																																																																																																																				
2603	4048	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	77	78				2.9	5	NULL	NULL	1																																																																																																																																																				
2604	4048	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	151	152				2.391	7	NULL	NULL	1																																																																																																																																																				
2605	4048	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	16	NULL	141	161				2.434	6	NULL	NULL	1																																																																																																																																																				
2606	4048	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	150	151				2.391	7	NULL	NULL	1																																																																																																																																																				
2607	4048	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	165	NULL				2.414	6	NULL	NULL	1																																																																																																																																																				
2608	4048	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		G		1.156	1	NULL	NULL	1																																																																																																																																																				
2609	4048	2448	HU_11_2357	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270		E		2.516	6	NULL	NULL	1																																																																																																																																																				
2610	4048	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.476	8	NULL	NULL	1																																																																																																																																																				
2611	4048	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	57	NULL	270	NULL				1.817	6	NULL	NULL	1																																																																																																																																																				
2612	4048	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	57	NULL	270	NULL				1.965	6	NULL	NULL	1																																																																																																																																																				
2613	4048	2448	HU_11_2357	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	270	275				2.3	NULL	NULL	NULL	1																																																																																																																																																				
2614	4048	2448	HU_11_2357	NULL	79	NULL	NULL	16	NULL	NULL	NULL	NULL	295	296		E		2.309	12	NULL	NULL	1																																																																																																																																																				
2615	4048	2448	HU_11_2357	NULL	96	NULL	NULL	16	NULL	NULL	NULL	NULL	296	297		B		2.309	12	NULL	NULL	1																																																																																																																																																				
2616	4048	2448	HU_11_2357	NULL	NULL	NULL	NULL	60	NULL	NULL	NULL	NULL	NULL	NULL				2.954	5	NULL	NULL	1																																																																																																																																																				
2617	4048	2448	HU_11_2357	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				2.25	6	NULL	51	1																																																																																																																																																				
2618	4048	2448	HU_11_2357	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	NULL	NULL				NULL	NULL	NULL	NULL	1																																																																																																																																																				
2619	3904	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	125	128				NULL	6	NULL	NULL	1																																																																																																																																																				
2620	3904	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	145	161				2.279	6	NULL	NULL	1																																																																																																																																																				
2621	3904	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	16	NULL	141	161				2.801	6	NULL	NULL	1																																																																																																																																																				
2622	3904	2448	HU_11_2357	NULL	50	NULL	NULL	19	NULL	NULL	16	NULL	141	161				3.55	6	NULL	NULL	1																																																																																																																																																				
2623	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	247	249				4.2	6	NULL	NULL	1																																																																																																																																																				
2624	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	254	NULL				2.65	12	NULL	NULL	1																																																																																																																																																				
2625	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				2.75	5	NULL	NULL	1																																																																																																																																																				
2626	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				3.25	6	NULL	NULL	1																																																																																																																																																				
2627	3904	2448	HU_11_2357	NULL	69	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268		E		2.724	6	NULL	NULL	1																																																																																																																																																				
2628	3904	2448	HU_11_2357	NULL	NULL	NULL	NULL	16	NULL	NULL	NULL	NULL	260	268				1.63	10	NULL	NULL	1																																																																																																																																																				
2629	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270		S		2.602	6	NULL	NULL	1																																																																																																																																																				
2630	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.969	6	NULL	NULL	1																																																																																																																																																				
2631	3904	2448	HU_11_2357	NULL	50	NULL	NULL	16	NULL	NULL	NULL	NULL	268	270				2.362	6	NULL	NULL	1																																																																																																																																																				
