id	FindSpot	Place	AdminDivision	Material	Mint	Mint2	Period	Denomination	Denomination2	FindCategory	CoinImage	CoinImage2	DateFrom	DateTo	DateWritten	MintMark	Countermark	Weight	DieAxis	Status	CoinType	Coin_Quantity	ObverseDescription	ReverseDescription	ObverseLegend	ReverseLegend																																																																																																																																																
827	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	2																																																																																																																																																				
828	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
829	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
830	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	3																																																																																																																																																				
831	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	2																																																																																																																																																				
832	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
833	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	2																																																																																																																																																				
834	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	13	1																																																																																																																																																				
835	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375		S		NULL	NULL	NULL	13	1																																																																																																																																																				
836	3887	2317	HU_09_2240	NULL	79	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	1																																																																																																																																																				
837	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	1																																																																																																																																																				
838	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	1																																																																																																																																																				
839	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	1																																																																																																																																																				
840	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	2																																																																																																																																																				
841	3887	2317	HU_09_2240	NULL	74	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	1																																																																																																																																																				
842	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	1																																																																																																																																																				
843	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	5																																																																																																																																																				
844	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	4																																																																																																																																																				
845	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	5																																																																																																																																																				
846	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	3																																																																																																																																																				
847	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	10																																																																																																																																																				
848	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	1																																																																																																																																																				
849	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	13	7																																																																																																																																																				
850	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	2																																																																																																																																																				
851	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	9																																																																																																																																																				
852	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
853	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	1																																																																																																																																																				
854	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	13	5																																																																																																																																																				
855	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	1																																																																																																																																																				
856	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	4																																																																																																																																																				
857	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	13	1																																																																																																																																																				
858	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	13	1																																																																																																																																																				
859	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	13	1																																																																																																																																																				
860	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	13	1																																																																																																																																																				
861	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	13	2																																																																																																																																																				
862	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		D		NULL	NULL	NULL	13	1																																																																																																																																																				
863	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	1																																																																																																																																																				
864	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	13	1																																																																																																																																																				
865	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	13	12																																																																																																																																																				
866	3887	2317	HU_09_2240	NULL	91	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	1																																																																																																																																																				
867	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	367	375		D		NULL	NULL	NULL	13	1																																																																																																																																																				
868	3887	2317	HU_09_2240	NULL	83	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	13	1																																																																																																																																																				
869	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	375		G		NULL	NULL	NULL	13	1																																																																																																																																																				
870	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		P		NULL	NULL	NULL	NULL	1				RESTITVTOR REIP																																																																																																																																																
871	3887	2317	HU_09_2240	NULL	79	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	NULL	1				RESTITVTOR REIP																																																																																																																																																
872	NULL	2306	HU_11_2210	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	134	138				NULL	NULL	NULL	NULL	1		Victoria																																																																																																																																																		
873	NULL	2306	HU_11_2210	NULL	86	NULL	NULL	16	NULL	NULL	NULL	NULL	295	299		K - E		NULL	NULL	NULL	51	1				CONCORDIA MILITVM																																																																																																																																																
874	NULL	2306	HU_11_2210	NULL	69	NULL	NULL	44	NULL	NULL	NULL	NULL	313	313		D		NULL	NULL	NULL	NULL	1				IOVI CONSERVATORI																																																																																																																																																
875	NULL	2306	HU_11_2210	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	176	177				NULL	NULL	NULL	NULL	1		Salus																																																																																																																																																		
876	NULL	2343	HU_11_1820	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	163	164				NULL	NULL	NULL	NULL	1		Armenia																																																																																																																																																		
877	NULL	2343	HU_11_1820	NULL	222	NULL	NULL	25	NULL	NULL	26	NULL	244	245				NULL	NULL	NULL	NULL	1	Otacilia Severa																																																																																																																																																			
878	NULL	2343	HU_11_1820	NULL	69	NULL	NULL	54	NULL	NULL	NULL	NULL	355	358		A		NULL	NULL	NULL	5	1	Julianus caesar																																																																																																																																																			
879	NULL	2343	HU_11_1820	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	165	166				NULL	NULL	NULL	NULL	1		Roma																																																																																																																																																		
880	NULL	2343	HU_11_1820	NULL	76	NULL	NULL	54	NULL	NULL	NULL	NULL	330	333				NULL	NULL	NULL	11	1			II Constantinus caesar																																																																																																																																																	
881	NULL	2343	HU_11_1820	NULL	76	NULL	NULL	56	NULL	NULL	NULL	NULL	342	348				NULL	NULL	NULL	25	1																																																																																																																																																				
882	NULL	2343	HU_11_1820	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	361	363				NULL	NULL	NULL	NULL	1				VOT X MVLT XX																																																																																																																																																
883	NULL	2343	HU_11_1820	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	317	329				NULL	NULL	NULL	16	1	Constantinus II caesar																																																																																																																																																			
884	NULL	2343	HU_11_1820	NULL	50	NULL	NULL	19	NULL	NULL	NULL	NULL	103	111				NULL	NULL	NULL	NULL	1																																																																																																																																																				
885	NULL	2343	HU_11_1820	NULL	58	NULL	NULL	54	NULL	NULL	NULL	NULL	375	378				NULL	NULL	NULL	19	1																																																																																																																																																				
886	NULL	2343	HU_11_1820	NULL	222	NULL	NULL	25	NULL	NULL	NULL	NULL	242	243				NULL	NULL	NULL	NULL	1																																																																																																																																																				
887	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		P		NULL	NULL	NULL	19	2																																																																																																																																																				
888	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		S		NULL	NULL	NULL	19	2																																																																																																																																																				
889	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		S		NULL	NULL	NULL	19	1																																																																																																																																																				
890	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
891	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		P		NULL	NULL	NULL	19	2																																																																																																																																																				
892	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		S		NULL	NULL	NULL	19	1																																																																																																																																																				
893	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	367		S		NULL	NULL	NULL	19	1																																																																																																																																																				
894	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		P		NULL	NULL	NULL	19	1																																																																																																																																																				
895	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		S		NULL	NULL	NULL	19	1																																																																																																																																																				
896	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		P		NULL	NULL	NULL	19	3																																																																																																																																																				
897	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		S		NULL	NULL	NULL	19	4																																																																																																																																																				
898	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	19	1																																																																																																																																																				
899	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		S		NULL	NULL	NULL	19	1																																																																																																																																																				
900	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	19	1																																																																																																																																																				
901	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375		P		NULL	NULL	NULL	19	1																																																																																																																																																				
902	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	3																																																																																																																																																				
903	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	19	3																																																																																																																																																				
904	3887	2317	HU_09_2240	NULL	39	NULL	NULL	54	NULL	2	NULL	NULL	364	378		OF III		NULL	NULL	NULL	19	1																																																																																																																																																				
905	3887	2317	HU_09_2240	NULL	86	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	19	1																																																																																																																																																				
906	3887	2317	HU_09_2240	NULL	86	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	1																																																																																																																																																				
907	3887	2317	HU_09_2240	NULL	86	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
908	3887	2317	HU_09_2240	NULL	79	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	19	3																																																																																																																																																				
909	3887	2317	HU_09_2240	NULL	79	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	19	1																																																																																																																																																				
910	3887	2317	HU_09_2240	NULL	25	NULL	NULL	54	NULL	2	NULL	NULL	364	367		P		NULL	NULL	NULL	19	1																																																																																																																																																				
911	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	367		P		NULL	NULL	NULL	19	1																																																																																																																																																				
912	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	367		T		NULL	NULL	NULL	19	1																																																																																																																																																				
913	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	5																																																																																																																																																				
914	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	2																																																																																																																																																				
915	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	2																																																																																																																																																				
916	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		S		NULL	NULL	NULL	19	7																																																																																																																																																				
917	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		T		NULL	NULL	NULL	19	1																																																																																																																																																				
918	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		T		NULL	NULL	NULL	19	2																																																																																																																																																				
919	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		T		NULL	NULL	NULL	19	4																																																																																																																																																				
920	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		Q		NULL	NULL	NULL	19	4																																																																																																																																																				
921	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	367	378		Q		NULL	NULL	NULL	19	1																																																																																																																																																				
922	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	19	2																																																																																																																																																				
923	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	3																																																																																																																																																				
924	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	19	1																																																																																																																																																				
925	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
926	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	3																																																																																																																																																				
927	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	8																																																																																																																																																				
928	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	1																																																																																																																																																				
929	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	11																																																																																																																																																				
930	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
931	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	10																																																																																																																																																				
932	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	1																																																																																																																																																				
933	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	3																																																																																																																																																				
934	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	2																																																																																																																																																				
935	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	8																																																																																																																																																				
936	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	6																																																																																																																																																				
937	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	1																																																																																																																																																				
938	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	1																																																																																																																																																				
939	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	5																																																																																																																																																				
940	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	4																																																																																																																																																				
941	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
942	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	1																																																																																																																																																				
943	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	2																																																																																																																																																				
944	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	1																																																																																																																																																				
945	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	2																																																																																																																																																				
946	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		B		NULL	NULL	NULL	19	1																																																																																																																																																				
947	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	3																																																																																																																																																				
948	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367				NULL	NULL	NULL	19	2																																																																																																																																																				
949	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	1																																																																																																																																																				
950	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	1																																																																																																																																																				
951	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		A		NULL	NULL	NULL	19	1																																																																																																																																																				
952	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	1																																																																																																																																																				
953	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	19	1																																																																																																																																																				
954	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	378				NULL	NULL	NULL	19	25																																																																																																																																																				
955	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	364	367		G		NULL	NULL	NULL	19	1																																																																																																																																																				
956	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	364	375				NULL	NULL	NULL	19	1																																																																																																																																																				
957	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	19	1																																																																																																																																																				
958	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	19	1																																																																																																																																																				
959	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	19	1																																																																																																																																																				
960	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	367	378				NULL	NULL	NULL	19	3																																																																																																																																																				
961	3887	2317	HU_09_2240	NULL	79	NULL	NULL	54	NULL	2	NULL	NULL	365	366				NULL	NULL	NULL	NULL	1				REPARATIO FEL TEMP																																																																																																																																																
962	3887	2317	HU_09_2240	NULL	80	NULL	NULL	54	NULL	2	NULL	NULL	365	366				NULL	NULL	NULL	NULL	1				REPARATIO FEL TEMP																																																																																																																																																
963	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
964	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	13	2																																																																																																																																																				
965	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	2																																																																																																																																																				
966	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
967	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	4																																																																																																																																																				
968	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	1																																																																																																																																																				
969	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	11																																																																																																																																																				
970	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		G		NULL	NULL	NULL	13	1																																																																																																																																																				
971	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		D		NULL	NULL	NULL	13	7																																																																																																																																																				
972	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
973	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		D		NULL	NULL	NULL	13	1																																																																																																																																																				
974	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		B		NULL	NULL	NULL	13	1																																																																																																																																																				
975	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	13	1																																																																																																																																																				
976	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	13	1																																																																																																																																																				
977	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	367	375		T		NULL	NULL	NULL	19	2																																																																																																																																																				
978	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	367	375		Q		NULL	NULL	NULL	19	1																																																																																																																																																				
979	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	367	375		T		NULL	NULL	NULL	19	2																																																																																																																																																				
980	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375		D		NULL	NULL	NULL	19	1																																																																																																																																																				
981	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	367	375		A		NULL	NULL	NULL	19	1																																																																																																																																																				
982	3887	2317	HU_09_2240	NULL	69	NULL	NULL	54	NULL	2	NULL	NULL	367	375				NULL	NULL	NULL	19	1																																																																																																																																																				
983	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	367	378				NULL	NULL	NULL	19	4																																																																																																																																																				
984	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	1																																																																																																																																																				
985	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	1																																																																																																																																																				
986	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		S		NULL	NULL	NULL	19	1																																																																																																																																																				
987	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		T		NULL	NULL	NULL	19	2																																																																																																																																																				
988	3887	2317	HU_09_2240	NULL	50	NULL	NULL	54	NULL	2	NULL	NULL	364	375		Q		NULL	NULL	NULL	19	2																																																																																																																																																				
989	3887	2317	HU_09_2240	NULL	58	NULL	NULL	54	NULL	2	NULL	NULL	364	375		P		NULL	NULL	NULL	19	1																																																																																																																																																				
990	3887	2317	HU_09_2240	NULL	76	NULL	NULL	54	NULL	2	NULL	NULL	364	367		D		NULL	NULL	NULL	19	1																																																																																																																																																				
991	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	378				NULL	NULL	NULL	19	10																																																																																																																																																				
992	3887	2317	HU_09_2240	NULL	NULL	NULL	NULL	54	NULL	2	NULL	NULL	364	378				NULL	NULL	NULL	13	1																																																																																																																																																				
993	NULL	2343	HU_11_1820	NULL	NULL	NULL	NULL	19	NULL	NULL	NULL	NULL	294	297				3.38	NULL	NULL	NULL	1																																																																																																																																																				
994	NULL	2343	HU_11_1820	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	364	367		B		2	NULL	NULL	13	1																																																																																																																																																				
995	3895	2343	HU_11_1820	NULL	NULL	NULL	2	73	NULL	NULL	NULL	NULL	NULL	NULL				13.61	NULL	NULL	NULL	1	II. Philippos barbár utánzat 	ló jobbra lovassal 	Zeus jobbra	????????																																																																																																																																																
996	3895	2343	HU_11_1820	bronze	NULL	NULL	NULL	19	NULL	NULL	NULL	NULL	NULL	NULL				NULL	NULL	imitation	NULL	1																																																																																																																																																				
997	3896	2343	HU_11_1820	NULL	69	NULL	NULL	56	NULL	NULL	NULL	NULL	330	336		B		NULL	NULL	NULL	11	1																																																																																																																																																				
998	3896	2343	HU_11_1820	NULL	50	NULL	NULL	26	NULL	NULL	NULL	NULL	NULL	NULL				6.58	NULL	NULL	NULL	1																																																																																																																																																				
999	3896	2343	HU_11_1820	NULL	NULL	NULL	NULL	54	NULL	NULL	NULL	NULL	318	330				1.85	NULL	NULL	NULL	1				VOT																																																																																																																																																
1000	3896	2343	HU_11_1820	NULL	NULL	NULL	NULL	56	NULL	NULL	NULL	NULL	342	348				1.02	NULL	NULL	25	1																																																																																																																																																				
